Employee ID,Employee Name,Age,Gender,Marital Status,Having Degree,Job Role,Department,Work From,Work To,Tenure,Salary,Bonus,Claims,Worked Project,No of Leaves,Distance,No of Parents,No of Children,No of Complaints,Reason to Leave,Churn
1961,445,6,1,0,1,19,3,823,668,5,19,1218,2301,10,19,262,2,4,0,0,0
1963,2056,14,0,1,0,3,6,2189,2249,41,6,925,1231,4,10,394,1,0,3,7,1
1964,666,18,1,1,1,19,3,1944,2096,2,19,1050,887,10,8,94,2,0,8,5,1
1965,288,21,0,0,0,13,6,1412,1283,4,7,1092,529,0,17,2028,4,5,3,2,1
1966,2190,16,0,0,0,9,3,2460,2330,33,4,480,1281,4,15,1411,3,5,1,2,1
1967,688,17,0,1,0,20,6,1478,1902,8,5,811,322,3,4,2374,0,0,4,7,1
1968,1740,15,0,1,0,15,1,473,46,0,8,919,1024,10,0,249,1,0,5,7,1
1969,1734,0,0,1,0,21,6,1300,1072,3,2,686,103,12,3,1909,0,0,0,0,0
1970,2046,9,1,1,1,4,1,1969,1841,42,1,1289,600,8,11,2636,2,0,1,0,0
1971,1321,2,1,1,0,9,3,1757,905,22,4,584,51,4,11,903,1,0,0,0,0
1972,2182,8,0,0,0,3,6,2285,1742,22,6,737,1959,3,11,39,1,3,3,2,1
1975,1987,19,0,1,0,11,3,1455,644,22,2,558,1061,3,3,1059,0,0,4,7,1
1976,1579,24,0,0,1,2,1,870,725,6,11,900,966,9,4,1155,4,0,2,2,1
1977,2472,24,0,1,0,21,6,2227,1415,0,2,371,1490,9,20,927,0,0,0,0,0
1978,2121,12,0,0,1,4,1,790,313,40,1,188,1312,8,10,1431,0,3,3,2,1
1979,349,4,0,1,0,15,1,1772,1662,1,8,969,1757,3,2,868,1,0,5,7,1
1980,1764,24,0,0,1,24,6,1007,1517,14,15,812,175,0,4,1573,0,2,1,2,1
1981,34,4,0,1,0,0,0,1970,1600,40,0,0,1861,3,20,1171,1,0,3,7,1
1982,465,2,0,1,0,13,6,168,437,10,7,876,2101,5,20,2471,1,0,0,0,0
1983,322,0,0,0,0,15,1,2172,2331,42,8,904,512,1,12,914,4,3,2,0,0
1984,2260,6,0,0,0,3,6,1984,1642,40,6,728,1856,3,5,2020,2,1,1,2,1
1986,1046,19,0,1,1,22,3,469,226,42,10,1142,2346,9,8,417,0,0,3,7,1
1987,1859,29,0,1,0,12,1,1197,641,40,3,352,2264,1,7,746,2,0,4,7,1
1988,1093,15,0,1,1,16,1,1196,1639,12,13,1316,2168,2,6,540,0,0,5,7,1
1989,330,10,0,1,0,21,6,663,178,33,2,380,1554,3,7,21,2,0,3,0,0
1990,42,9,1,1,1,23,4,2118,1371,22,21,206,2259,12,14,2541,0,0,0,0,0
1991,2529,11,0,1,0,0,0,966,499,41,0,0,1444,10,15,1297,2,0,5,7,1
1992,580,30,1,0,1,5,2,2147,1710,38,10,288,472,5,10,1465,1,3,2,0,0
1993,1559,12,0,1,0,12,1,292,1965,30,3,511,797,4,10,2271,2,0,4,7,1
1994,2270,20,0,1,1,4,1,119,5,11,1,323,314,4,14,1841,0,0,5,7,1
1995,297,26,0,0,1,4,1,900,773,6,1,289,1198,9,7,1854,1,2,1,2,1
1997,376,16,1,0,1,7,3,1714,1822,3,9,696,1333,6,2,76,1,4,3,0,0
1998,1418,24,0,1,1,23,4,801,947,10,21,11,810,0,6,1466,1,0,5,7,1
1999,1693,3,0,0,1,17,6,2098,1369,22,12,738,622,4,8,2364,1,1,6,5,1
2000,1231,4,1,0,1,17,6,396,320,4,12,809,1905,11,20,1878,3,2,0,0,0
2001,809,13,0,1,0,6,3,657,235,39,2,656,733,12,1,2176,2,0,4,7,1
2002,1924,8,1,0,0,11,3,682,1956,24,2,302,1955,5,13,2213,4,1,7,4,1
2003,1849,27,1,1,0,21,6,393,943,17,2,519,137,10,20,1554,1,0,6,5,1
2004,225,23,1,1,0,11,3,2152,1520,22,2,377,95,1,19,251,1,0,0,0,0
2005,880,26,1,1,0,3,6,514,209,40,6,582,429,2,10,2696,2,0,0,0,0
2006,782,27,0,1,1,14,5,1472,760,33,18,1302,1711,12,16,242,2,0,3,7,1
2008,638,13,1,0,1,14,5,348,1918,28,18,36,1751,7,19,1424,2,4,2,0,0
2009,412,17,0,1,1,2,1,2475,2161,22,11,1192,268,5,4,2576,0,0,4,7,1
2010,723,28,1,1,1,22,3,2022,1835,40,10,843,1280,9,4,1556,2,0,1,0,0
2011,961,11,1,1,0,9,3,925,2170,21,4,481,2212,3,20,401,2,0,2,5,1
2012,383,0,1,1,1,1,1,2394,1763,0,20,1004,180,4,0,55,0,0,1,0,0
2013,1692,3,1,1,0,11,3,1404,2083,12,2,528,2158,10,14,241,2,0,2,3,1
2014,2510,19,1,1,1,23,4,2016,1175,0,21,49,1724,8,5,937,0,0,1,0,0
2015,98,17,1,1,0,6,3,1908,1686,41,2,494,532,11,5,1490,0,0,0,0,0
2016,1862,7,1,1,0,20,6,1695,1847,5,5,552,637,1,4,1144,2,0,2,0,0
2017,315,9,1,0,1,22,3,1165,2091,15,10,1151,661,4,12,1741,0,5,6,4,1
2019,175,28,0,1,1,8,3,2039,1233,11,14,217,1290,0,16,892,2,0,4,7,1
2020,620,9,0,1,1,14,5,952,1685,16,18,1135,596,4,10,130,0,0,4,7,1
2021,2126,11,1,1,0,15,1,904,541,1,8,1117,444,5,19,86,2,0,0,0,0
2022,1958,9,0,1,1,1,1,212,20,22,20,25,895,1,7,479,2,0,5,7,1
2023,478,29,1,0,0,12,1,782,889,9,3,489,965,2,3,1123,3,3,3,0,0
2024,186,12,0,0,1,14,5,1916,2295,4,18,1323,2124,7,5,1633,3,0,2,2,1
2025,272,17,1,1,0,11,3,224,371,7,2,560,625,4,4,426,1,0,0,0,0
2026,1785,16,0,1,0,11,3,1646,1338,1,2,304,1863,5,3,228,0,0,5,7,1
2027,430,17,0,1,0,20,6,2249,2284,40,5,573,1513,5,13,38,2,0,5,7,1
2028,686,2,1,0,0,21,6,1801,1418,41,2,685,1105,10,14,860,1,2,0,0,0
2030,990,18,0,1,1,5,2,1648,850,33,10,169,1507,2,17,1827,2,0,4,7,1
2031,386,10,0,1,0,11,3,811,2029,21,2,619,1875,2,2,795,0,0,5,7,1
2032,2035,28,1,1,1,24,6,128,2072,34,15,1128,1409,12,9,2187,0,0,7,5,1
2033,1152,1,0,0,0,11,3,449,1254,20,2,629,2151,1,3,1919,2,0,2,5,1
2034,1261,0,0,1,1,19,3,145,15,22,19,147,708,3,16,2291,0,0,7,5,1
2035,584,24,0,1,0,21,6,592,184,38,2,768,1574,12,18,1520,0,0,5,7,1
2036,471,10,1,1,0,12,1,600,410,3,3,297,707,10,20,470,1,0,0,3,1
2037,2306,28,1,0,1,10,3,1295,1139,4,16,1061,857,4,12,2314,2,5,6,5,1
2038,979,30,0,1,1,5,2,134,7,11,10,256,93,10,13,549,1,0,4,7,1
2039,1884,6,0,0,1,5,2,615,658,8,10,200,2296,6,14,2282,1,1,1,2,1
2041,1330,22,0,0,0,6,3,2383,2016,22,2,726,2137,1,4,1163,1,1,2,2,1
2042,488,9,0,1,0,0,0,1611,1207,42,0,0,1964,5,5,1148,0,0,4,7,1
2043,1392,10,0,1,0,9,3,1722,2287,7,4,562,1694,1,15,2166,1,0,3,7,1
2044,286,23,0,0,0,15,1,1255,1556,9,8,1060,1758,6,18,778,0,1,5,7,1
2045,2415,16,0,1,0,21,6,2472,2366,38,2,544,1093,12,13,1325,2,0,5,7,1
2046,663,28,1,0,0,6,3,1680,1105,39,2,657,2176,3,2,2346,0,0,3,5,1
2047,1765,12,0,0,0,3,6,457,2147,29,6,463,1708,11,19,2411,1,1,3,2,1
2048,2260,15,1,0,0,13,6,527,680,10,7,981,1127,11,5,730,4,3,3,0,0
2049,2117,4,0,0,0,6,3,1852,1716,1,2,700,1571,9,4,326,1,3,1,6,1
2050,486,27,0,1,0,0,0,417,54,11,0,0,1550,4,4,1243,1,0,4,7,1
2052,1886,26,1,0,0,3,6,2252,2176,39,6,713,2026,9,4,202,1,4,3,5,1
2053,1492,14,0,0,0,12,1,637,289,41,3,537,361,7,0,1137,1,0,4,6,1
2054,997,16,0,1,0,20,6,1224,549,38,5,602,834,11,0,1314,1,0,4,7,1
2055,1888,1,0,0,1,7,3,346,1625,26,9,319,185,12,20,2417,2,0,0,0,0
2056,1084,1,0,0,0,21,6,1676,911,33,2,293,1791,11,6,1907,1,5,2,0,0
2057,614,3,0,1,0,11,3,1613,1721,5,2,632,820,0,15,594,1,0,3,0,0
2058,849,19,0,1,1,5,2,1343,1502,7,10,68,2263,2,3,127,1,0,4,7,1
2059,689,0,1,1,0,6,3,1159,1092,5,2,851,490,1,20,1138,2,0,0,3,1
2060,2191,2,0,1,1,18,4,978,1110,9,17,744,476,3,7,70,1,0,1,5,1
2061,1363,8,1,0,0,9,3,2410,1801,0,4,549,1338,7,15,105,4,1,3,0,0
2063,1035,22,1,0,0,20,6,414,118,38,5,743,1687,7,5,2290,2,5,3,5,1
2064,1664,29,0,1,1,24,6,492,87,22,15,465,636,5,18,2209,0,0,5,7,1
2065,921,26,0,1,1,22,3,2504,2279,22,10,611,1590,0,2,2403,0,0,3,7,1
2066,1966,10,0,0,0,21,6,944,282,22,2,707,2366,5,7,1700,1,2,1,2,1
2067,1159,13,0,0,0,6,3,197,2156,34,2,716,440,7,14,1945,0,3,3,2,1
2068,1003,0,0,1,0,20,6,2178,1703,33,5,595,1841,1,1,1564,2,0,2,0,0
2069,683,28,0,1,1,5,2,2088,1645,38,10,126,2267,7,7,708,2,0,3,7,1
2070,1812,6,0,1,0,0,0,1004,1178,9,0,0,2345,1,17,1781,2,0,4,7,1
2071,1567,13,1,1,1,10,3,1177,1380,9,16,621,2277,1,2,1863,0,0,1,0,0
2072,684,15,0,1,0,21,6,1903,1237,33,2,765,1591,3,14,2462,0,0,4,7,1
2074,851,17,0,1,0,11,3,1771,1300,40,2,552,712,0,17,2300,1,0,5,7,1
2075,2432,4,1,0,0,15,1,743,415,1,8,1105,1048,11,6,609,3,3,3,4,1
2076,1965,15,1,1,1,17,6,2004,1203,22,12,817,2182,2,5,2151,0,0,1,0,0
2077,257,13,0,1,0,11,3,1956,1079,0,2,492,1835,2,5,91,1,0,5,7,1
2078,2163,22,0,1,1,17,6,80,17,33,12,1053,1821,5,15,2454,1,0,4,7,1
2079,1484,20,0,1,1,16,1,1706,1422,1,13,1260,308,9,14,2049,0,0,3,7,1
2080,1670,22,1,1,1,16,1,1828,939,0,13,1249,991,6,17,2532,2,0,3,0,0
2081,2178,26,1,1,1,19,3,150,2078,34,19,1073,2226,11,17,1217,2,0,0,0,0
2082,1352,8,0,1,0,3,6,914,2228,21,6,665,382,0,4,56,1,0,4,7,1
2083,539,4,0,0,0,6,3,2474,2129,22,2,671,1349,4,17,1191,4,2,5,6,1
2086,1765,13,1,1,0,13,6,136,650,16,7,1153,1717,5,18,1614,0,0,6,5,1
2087,1917,30,1,1,1,19,3,2324,2358,39,19,59,1380,4,15,2246,2,0,2,0,0
2088,1557,29,1,0,0,12,1,1292,987,2,3,466,682,2,9,2262,3,0,0,0,0
2089,1691,21,0,1,1,5,2,783,1058,13,10,366,251,12,15,2200,0,0,4,7,1
2090,2485,1,1,1,0,3,6,1920,1033,0,6,888,2099,10,16,607,2,0,4,5,1
2091,1705,5,0,1,0,6,3,456,1157,19,2,918,1297,5,2,2381,2,0,5,7,1
2092,419,10,0,1,0,13,6,502,1875,26,7,1172,1855,1,4,849,2,0,5,7,1
2093,156,30,0,1,0,9,3,2281,2276,40,4,534,1887,10,4,2488,1,0,3,7,1
2094,168,3,0,1,1,2,1,2169,1668,33,11,839,1392,10,14,983,2,0,1,0,0
2095,312,24,1,1,1,22,3,1663,1521,2,10,342,2077,10,1,593,1,0,0,0,0
2097,1490,13,0,1,0,9,3,1060,1940,16,4,577,2242,9,13,1962,2,0,4,7,1
2098,1251,14,0,1,0,3,6,315,579,12,6,819,2269,12,9,600,2,0,1,0,0
2099,2295,8,0,0,0,20,6,923,447,41,5,771,859,12,7,1979,3,5,1,2,1
2100,1552,29,0,1,0,15,1,2076,1264,0,8,844,2049,7,9,146,0,0,3,7,1
2101,2142,23,1,1,0,20,6,1439,2109,12,5,525,1361,1,1,1457,2,0,4,5,1
2102,2566,0,1,1,0,21,6,2162,1453,11,2,686,2046,5,6,503,2,0,0,3,1
2103,1851,24,0,1,0,21,6,1822,1488,42,2,718,2285,1,14,943,0,0,4,7,1
2104,1432,11,0,1,0,13,6,1534,744,22,7,989,2292,8,1,889,0,0,3,7,1
2105,1178,28,1,0,1,1,1,191,1901,31,20,1003,1703,2,9,1712,3,4,2,0,0
2106,67,14,0,1,0,13,6,2399,1812,0,7,694,1134,2,3,934,2,0,7,5,1
2108,1608,2,0,1,0,11,3,2413,1854,11,2,480,706,0,14,1292,2,0,1,0,0
2109,2543,25,1,0,0,9,3,1573,973,39,4,573,377,2,13,2494,0,4,1,0,0
2110,1192,5,0,1,0,20,6,1038,440,39,5,846,695,8,15,2265,2,0,3,7,1
2111,410,24,0,1,1,22,3,2453,1915,0,10,1125,1376,4,10,12,2,0,1,0,0
2112,393,14,1,1,0,9,3,2504,2299,22,4,548,1343,5,11,64,2,0,3,0,0
2113,2356,22,1,1,1,18,4,1464,1535,6,17,1298,1344,10,11,1092,0,0,0,0,0
2114,90,16,1,0,0,11,3,921,754,5,2,481,1899,2,7,1523,4,2,3,0,0
2115,302,6,1,0,0,13,6,461,1885,27,7,951,39,3,18,353,0,3,6,5,1
2116,497,30,0,1,1,0,0,530,1981,27,0,0,1858,11,0,319,0,0,3,7,1
2117,599,26,0,0,1,7,3,1428,770,39,9,575,1615,2,16,72,2,5,1,2,1
2119,125,28,0,1,0,12,1,1549,1389,3,3,461,983,10,13,2354,2,0,5,7,1
2120,2414,9,1,1,0,0,0,321,2198,31,0,0,267,7,10,1221,2,0,4,1,1
2121,579,29,1,1,1,8,3,595,681,9,14,114,2147,6,1,1304,0,0,0,0,0
2122,1531,24,1,1,0,13,6,451,98,33,7,1112,915,4,1,2658,0,0,0,0,0
2123,536,13,0,1,0,13,6,1403,733,39,7,1021,407,10,7,1160,1,0,4,7,1
2124,1459,27,1,0,0,0,0,599,752,10,0,0,557,0,6,2342,1,2,7,5,1
2125,1225,15,1,1,1,5,2,941,1097,9,10,335,1102,1,18,24,1,0,8,5,1
2126,2471,21,0,0,1,7,3,563,1590,23,9,643,1795,8,7,375,3,3,3,2,1
2127,1021,23,1,0,0,12,1,2494,2311,33,3,502,2229,6,17,2594,3,4,2,0,0
2128,1143,9,0,1,1,10,3,2418,2120,33,16,1266,23,4,6,1934,0,0,5,7,1
2130,2213,6,0,1,0,6,3,2245,1715,22,2,492,2177,2,7,2505,0,0,3,7,1
2131,2021,10,0,0,1,0,0,934,730,4,0,0,1742,9,17,637,2,5,1,2,1
2132,1916,30,0,1,1,14,5,2352,2053,33,18,672,1639,9,19,532,1,0,3,7,1
2133,364,8,0,1,0,12,1,1870,1871,2,3,336,2130,12,6,224,2,0,3,7,1
2134,431,4,0,0,0,13,6,285,238,2,7,685,1526,2,14,1879,0,3,4,7,1
2135,1618,22,0,0,0,0,0,1082,1345,10,0,0,2245,11,13,162,3,0,1,2,1
2136,2401,2,1,1,0,0,0,2490,2233,22,0,0,451,4,19,208,1,0,5,1,1
2137,1374,2,0,0,0,15,1,133,1692,30,8,1101,1224,5,2,2087,2,3,6,5,1
2138,264,11,0,0,1,1,1,1358,1217,4,20,1043,1932,9,6,2079,3,0,3,2,1
2139,1360,14,0,0,1,1,1,1376,1678,8,20,103,1119,6,15,712,3,2,2,2,1
2141,2525,18,1,1,0,12,1,389,85,38,3,436,2140,2,0,412,1,0,7,5,1
2142,2392,1,0,1,1,1,1,824,195,11,20,77,2300,0,10,876,2,0,2,0,0
2143,1081,3,0,1,0,13,6,1434,1066,1,7,804,2105,8,10,1901,1,0,2,5,1
2144,1351,12,0,1,0,9,3,2249,1962,38,4,525,2056,11,5,1086,2,0,3,7,1
2145,611,7,1,0,1,17,6,1665,1789,4,12,151,246,6,9,1254,1,2,1,0,0
2146,78,8,1,1,0,9,3,2370,2264,38,4,562,1044,11,3,1038,2,0,3,0,0
2147,1216,22,0,1,0,11,3,953,868,6,2,272,1940,1,15,971,0,0,4,7,1
2148,1437,26,0,1,1,1,1,1981,1560,39,20,61,424,11,18,2064,0,0,4,7,1
2149,1204,3,1,1,1,5,2,949,1970,19,10,1205,1913,2,20,1710,2,0,6,5,1
2150,2176,9,0,1,0,0,0,1319,591,38,0,0,1180,1,10,392,1,0,4,7,1
2152,1132,0,0,0,0,20,6,573,300,42,5,503,119,7,9,2173,2,4,3,0,0
2153,1706,18,1,1,0,20,6,692,276,40,5,769,871,8,4,1985,0,0,0,0,0
2154,1408,27,0,1,0,0,0,1958,2023,1,0,0,2219,12,18,342,0,0,5,7,1
2155,545,2,0,1,0,12,1,49,27,40,3,423,2146,1,18,34,0,0,3,0,0
2156,1799,21,0,0,0,20,6,759,335,40,5,519,1782,2,14,1926,4,2,2,2,1
2157,2512,5,0,1,0,13,6,707,137,0,7,893,1631,11,5,2660,0,0,4,7,1
2158,1083,2,1,1,0,13,6,1518,2357,12,7,638,604,3,15,2180,1,0,1,5,1
2159,2106,24,0,0,0,0,0,1172,2308,17,0,0,1784,3,4,845,4,2,1,2,1
2160,1722,26,0,1,1,16,1,2058,2106,1,13,1280,53,6,8,2500,0,0,5,7,1
2161,884,7,1,1,0,0,0,117,1202,26,0,0,1851,12,6,3,2,0,0,1,1
2163,2137,24,0,0,1,18,4,892,269,22,17,78,1248,1,18,2261,1,0,5,7,1
2164,1184,22,0,0,0,15,1,1203,1455,9,8,1113,341,10,9,427,4,1,3,2,1
2165,1453,26,0,0,0,15,1,234,1407,26,8,1143,989,2,9,1960,2,4,2,2,1
2166,1151,2,0,1,1,2,1,2106,1953,40,11,870,908,0,7,2568,1,0,0,0,0
2167,1029,16,0,1,1,2,1,1508,823,38,11,1136,41,3,2,2075,0,0,5,7,1
2168,2235,28,0,0,0,0,0,2317,2125,38,0,0,1684,1,17,842,3,1,2,2,1
2169,2159,22,0,1,0,9,3,1104,921,4,4,606,1345,12,2,2074,0,0,4,7,1
2170,1518,15,0,0,1,19,3,1344,1225,4,19,1219,325,5,13,2634,3,1,3,2,1
2171,837,9,1,1,1,10,3,508,663,10,16,1031,1309,6,11,1133,1,0,0,0,0
2172,402,13,0,0,0,6,3,2223,1788,33,2,640,1576,8,6,1372,2,4,3,2,1
2174,844,13,0,0,0,0,0,1939,1643,40,0,0,1596,5,12,1275,3,1,2,2,1
2175,1803,13,0,0,1,2,1,805,466,1,11,675,1494,11,3,2336,2,5,3,2,1
2176,1769,2,1,0,1,23,4,549,63,11,21,228,2305,4,20,456,0,5,4,5,1
2177,793,11,0,1,0,12,1,222,94,40,3,554,612,4,5,1373,2,0,4,7,1
2178,1923,11,0,1,1,5,2,1807,2003,4,10,299,1005,9,17,1080,1,0,4,7,1
2179,368,10,0,1,0,3,6,1595,1032,40,6,613,1364,12,3,1691,2,0,4,7,1
2180,1316,28,0,1,1,23,4,1589,2035,8,21,1238,791,7,1,258,1,0,4,7,1
2181,231,7,0,0,0,21,6,882,329,38,2,420,1201,7,10,2160,1,1,1,2,1
2182,2417,25,0,0,0,11,3,952,333,33,2,440,2139,6,19,1499,3,1,3,2,1
2183,238,0,1,1,1,8,3,7,1181,27,14,408,652,7,20,702,2,0,1,5,1
2185,770,17,1,0,1,14,5,2104,1629,38,18,767,2144,8,17,1166,4,5,3,0,0
2186,1016,25,0,1,0,15,1,948,671,3,8,1190,256,3,4,996,2,0,4,7,1
2187,373,22,1,1,1,0,0,1948,1727,41,0,0,1244,0,8,2298,1,0,2,0,0
2188,1511,0,1,1,1,18,4,152,1852,32,17,891,567,1,5,109,1,0,1,5,1
2189,956,30,1,0,0,9,3,1144,569,40,4,456,2169,5,14,1037,2,1,3,0,0
2190,1312,16,0,1,1,1,1,1622,1626,4,20,44,138,8,1,2690,2,0,4,7,1
2191,1823,19,0,1,1,23,4,1333,975,1,21,187,945,9,12,1104,1,0,4,7,1
2192,1435,3,0,1,0,3,6,1710,2163,6,6,523,867,3,15,306,1,0,3,0,0
2193,986,1,0,1,1,1,1,2341,1966,33,20,154,2279,8,6,2543,0,0,3,0,0
2194,370,10,0,1,1,4,1,721,543,4,1,158,1402,8,19,406,1,0,4,7,1
2197,143,7,1,1,0,6,3,2489,2261,33,2,613,1530,3,11,966,2,0,1,3,1
2198,617,7,0,0,0,3,6,395,106,38,6,907,1468,11,15,1296,3,5,3,2,1
2199,2412,26,1,1,1,16,1,1656,909,33,13,732,2063,5,2,192,0,0,2,0,0
2200,942,0,1,0,1,5,2,1340,1971,12,10,155,1730,1,10,219,3,4,5,4,1
2201,2329,13,0,1,1,0,0,1882,1082,11,0,0,1773,11,3,1437,1,0,4,7,1
2202,1570,17,1,0,0,6,3,149,229,5,2,838,1191,2,16,1835,2,3,1,0,0
2203,2088,15,0,1,0,12,1,74,1032,24,3,528,1431,5,1,2608,0,0,4,7,1
2204,610,5,1,1,0,11,3,1540,1189,42,2,632,482,0,12,2666,0,0,1,3,1
2205,2014,8,1,1,0,15,1,1607,816,22,8,1083,826,3,14,1943,2,0,1,0,0
2206,681,13,1,1,1,22,3,1481,612,11,10,684,1259,7,17,521,1,0,3,0,0
2208,944,25,0,0,1,5,2,1669,1961,6,10,253,909,3,3,1729,1,3,1,2,1
2209,1235,30,0,1,0,0,0,1835,924,0,0,0,981,4,13,32,1,0,5,7,1
2210,630,28,1,0,0,0,0,1317,748,40,0,0,1232,11,16,1,3,2,2,0,0
2211,92,5,0,1,0,11,3,2414,1995,22,2,597,470,11,15,2098,2,0,3,7,1
2212,30,10,1,1,0,15,1,2346,2238,39,8,950,1151,1,11,1824,1,0,8,5,1
2213,1436,15,0,1,1,19,3,784,1377,17,19,583,449,0,19,2216,0,0,3,7,1
2214,2390,20,0,1,1,10,3,907,977,8,16,1188,1825,4,3,1399,0,0,4,7,1
2215,811,24,0,1,0,15,1,747,1960,24,8,1117,249,1,10,887,2,0,3,7,1
2216,101,16,1,0,0,3,6,1097,1147,8,6,768,1810,3,11,1516,1,1,4,5,1
2217,1819,27,1,1,0,6,3,239,1917,30,2,679,880,12,0,2711,2,0,1,5,1
2219,2003,15,0,1,0,11,3,1122,1042,5,2,502,1927,3,7,930,0,0,8,5,1
2220,484,23,1,1,1,17,6,1603,1197,42,12,496,183,12,14,2278,1,0,3,0,0
2221,1837,15,0,1,0,11,3,2237,1974,39,2,340,699,3,2,384,2,0,5,7,1
2222,934,30,1,1,0,0,0,1827,1715,1,0,0,1745,7,4,1091,0,0,1,5,1
2223,1892,10,1,1,0,21,6,863,2166,23,2,676,1781,4,1,1761,1,0,2,3,1
2224,1749,22,0,1,0,6,3,60,188,4,2,523,481,8,7,1642,1,0,4,7,1
2225,1674,14,0,1,0,0,0,1574,1333,2,0,0,587,6,17,2678,0,0,3,7,1
2226,1814,23,0,1,0,3,6,1834,2112,4,6,922,2187,12,8,364,1,0,3,7,1
2227,2476,29,1,1,0,9,3,1632,826,22,4,538,479,1,16,1671,2,0,3,0,0
2228,1797,17,0,1,1,18,4,394,536,9,17,555,1366,11,11,281,0,0,3,7,1
2230,2162,0,0,1,0,6,3,652,293,41,2,883,2362,6,7,1458,1,0,0,0,0
2231,346,23,1,1,1,19,3,1344,2005,12,19,468,239,5,0,781,2,0,3,0,0
2232,2457,5,0,1,0,21,6,2492,2263,33,2,657,1216,7,19,2085,2,0,3,7,1
2233,96,28,0,1,0,15,1,1525,895,38,8,960,1071,7,9,1927,2,0,3,7,1
2234,2455,18,1,0,0,0,0,2168,2049,40,0,0,1160,3,9,16,1,3,2,0,0
2235,1328,21,0,1,1,18,4,695,1160,15,17,446,732,3,10,2572,0,0,5,7,1
2236,56,15,0,1,0,11,3,1923,1317,38,2,469,1636,2,9,843,1,0,5,7,1
2237,69,10,1,1,0,12,1,473,1778,26,3,626,45,10,19,1178,1,0,1,3,1
2238,1869,27,0,1,0,13,6,178,1349,26,7,883,1989,4,11,2537,0,0,4,7,1
2239,1446,29,0,0,0,13,6,1334,653,38,7,707,1179,11,10,2082,0,1,5,7,1
2241,1930,15,0,0,1,2,1,2409,2124,33,11,331,364,4,18,2689,0,3,3,2,1
2242,1198,12,0,0,1,22,3,674,559,6,10,545,948,5,7,2472,2,0,2,2,1
2243,1564,11,0,1,0,6,3,253,1999,31,2,776,1815,0,19,1505,0,0,4,7,1
2244,1830,11,0,1,1,1,1,1344,956,42,20,152,87,9,18,2616,2,0,4,7,1
2245,933,1,0,1,0,13,6,2099,1259,0,7,886,734,11,12,2713,1,0,2,0,0
2246,1508,14,0,0,0,20,6,2278,1974,38,5,671,1626,0,4,302,0,3,3,2,1
2247,211,10,0,1,0,21,6,792,327,40,2,503,1482,5,10,1445,1,0,3,7,1
2248,1417,21,1,1,0,0,0,383,38,11,0,0,386,4,19,1683,0,0,5,5,1
2249,592,17,0,1,1,23,4,322,177,42,21,137,1744,0,10,2067,2,0,4,7,1
2250,522,11,1,0,1,14,5,129,426,12,18,95,1929,8,7,1065,3,4,0,0,0
2252,627,25,1,1,0,9,3,1579,2186,9,4,506,790,1,5,1602,1,0,2,0,0
2253,1575,16,0,1,0,20,6,603,1728,24,5,786,1735,5,13,1056,1,0,4,7,1
2254,1354,17,0,0,1,17,6,2280,2245,40,12,1052,862,0,5,1640,2,1,3,2,1
2255,2296,7,1,1,0,15,1,364,1723,27,8,1024,1100,2,3,2365,0,0,2,0,0
2256,820,12,0,1,0,11,3,1629,1617,4,2,454,77,6,14,798,2,0,5,7,1
2257,798,22,0,1,0,11,3,2304,1675,0,2,398,965,8,5,1154,0,0,4,7,1
2258,1611,9,1,1,1,0,0,147,1039,23,0,0,1740,5,12,1815,2,0,1,1,1
2259,1523,12,0,0,0,21,6,1289,587,33,2,758,972,12,0,2628,3,2,2,2,1
2260,2540,30,1,0,0,21,6,45,68,1,2,740,1269,8,0,1855,0,4,2,0,0
2261,93,4,1,1,0,21,6,942,583,1,2,786,1997,2,14,732,2,0,2,3,1
2263,279,14,0,1,1,24,6,1808,1888,3,15,759,501,2,0,1135,2,0,3,7,1
2264,2208,26,0,1,1,14,5,2407,1773,0,18,1226,725,0,15,939,2,0,4,7,1
2265,2170,9,1,1,0,6,3,1727,2215,6,2,622,213,1,6,2124,1,0,0,3,1
2266,1353,6,0,0,0,11,3,1312,1976,13,2,633,235,10,9,1522,4,0,1,2,1
2267,854,28,0,1,0,9,3,1335,1607,9,4,557,772,12,10,591,2,0,1,0,0
2268,2032,7,1,1,0,12,1,2297,1577,0,3,454,260,8,20,2068,1,0,0,8,1
2269,970,27,0,1,0,21,6,2244,1656,11,2,788,1114,0,11,2218,1,0,3,7,1
2270,258,10,0,1,0,0,0,1840,1287,39,0,0,46,6,9,2362,1,0,5,7,1
2271,193,17,0,1,0,3,6,1708,2018,5,6,459,389,3,13,1966,0,0,3,7,1
2272,1546,4,1,1,0,12,1,805,182,0,3,532,921,5,17,974,0,0,0,8,1
2274,469,14,1,1,0,3,6,1833,1196,38,6,573,1368,11,19,1010,0,0,3,0,0
2275,1673,18,0,1,0,13,6,1198,615,40,7,827,875,6,14,1084,2,0,3,7,1
2276,198,15,0,0,0,0,0,1849,1500,41,0,0,208,9,15,458,0,0,4,6,1
2277,1433,2,0,1,1,2,1,317,92,39,11,647,1138,1,13,2522,0,0,1,0,0
2278,218,5,0,0,0,13,6,746,141,11,7,1102,1814,9,3,150,3,1,4,7,1
2279,1971,9,1,0,0,3,6,2404,2142,33,6,813,535,10,16,1620,4,1,3,0,0
