id,Job_Title,jobCategory,Age,Gender,Status,Employee_Type,Educational_Level,experiance,Prefer_Shift,crossFunctionlTeamAreas,Training,Salary,Work_Hours,amountOfAutometedWorkEstimate,amountOfManualWorkEstimate,Leave_Per_Month
6294,mechanics,C,32,Female,Single,Helper,Other,21,Evening,Design,Mentoring,26963.0,1,2,84,16
6304,Packing,C,26,Male,Single,Helper,Junior College,35,Evening,Sales,On the Job,20279.0,16,78,71,27
6336,Machin oparator,C,27,Male,Married,Other,Master's Degree,18,Morning,Marketing,Formal pre entrence Training,13644.0,10,74,86,15
6337,Cutter,C,57,Male,Single,Full time,Diploma,10,Night,Manufacturing,Formal pre entrence Training,25607.0,16,8,71,16
6346,Packing,C,25,Male,Single,Contractor,Other,5,Other,Sales,Mentoring,17124.0,18,51,69,4
6347,Machin oparator,C,44,Male,Single,Other,Junior College,15,Evening,Marketing,Mentoring,27033.0,15,41,34,27
6355,Border,C,54,Male,Single,Part Time,Diploma,3,Morning,Engineering,Other,25845.0,10,29,46,10
6371,mechanics,C,23,Female,Married,Other,Diploma,5,Night,Marketing,Non Formal pre entrence Training,25315.0,7,61,15,20
6413,Machin oparator,C,55,Male,Single,Contractor,Master's Degree,9,Other,Marketing,Other,16495.0,22,85,99,24
6419,mechanics,C,49,Female,Single,Other,Bsc,36,Other,Manufacturing,On the Job,9483.0,15,38,49,2
6420,iron,C,23,Female,Married,Helper,Diploma,12,Night,Material Purchacing,Non Formal pre entrence Training,20489.0,7,41,14,20
6423,mechanics,C,32,Male,Single,Contractor,Master's Degree,16,Other,QA,On the Job,23351.0,6,72,52,3
6447,mechanics,C,48,Female,Single,Full time,Other,36,Morning,Material Purchacing,Formal pre entrence Training,29535.0,11,30,96,28
6450,Screen Printer,C,49,Female,Single,Full time,Master's Degree,13,Afternoon,Marketing,Formal pre entrence Training,25736.0,5,16,71,4
6467,Packing,C,27,Female,Single,Contractor,Other,22,Other,Material Purchacing,Mentoring,12122.0,10,85,5,1
6472,Border,C,59,Male,Married,Contractor,Diploma,7,Evening,Design,On the Job,29011.0,23,65,8,24
6495,Machin oparator,C,56,Male,Married,Full time,Master's Degree,2,Afternoon,Manufacturing,On the Job,16283.0,18,89,60,8
6519,Screen Printer,C,19,Male,Single,Contractor,Other,3,Night,Marketing,Other,24753.0,11,60,33,25
6573,iron,C,40,Male,Married,Part Time,Other,33,Morning,Manufacturing,Formal pre entrence Training,26776.0,3,87,61,26
6583,Packing,C,55,Male,Single,Full time,Master's Degree,15,Night,Design,Formal pre entrence Training,30562.0,10,28,11,1
6589,Border,C,47,Male,Married,Other,Diploma,7,Other,Material Purchacing,Mentoring,13108.0,17,54,91,6
6604,Machin oparator,C,23,Female,Single,Full time,Junior College,18,Evening,Marketing,Mentoring,22332.0,14,30,38,8
6605,iron,C,45,Male,Single,Helper,Other,20,Evening,QA,On the Job,31466.0,4,63,62,4
6608,iron,C,40,Female,Single,Part Time,Master's Degree,26,Afternoon,Sales,Mentoring,21553.0,11,46,74,12
6619,Packing,C,29,Female,Married,Helper,Other,4,Morning,Design,Other,20685.0,19,51,55,17
6631,Cutter,C,30,Male,Married,Helper,Diploma,30,Evening,QA,On the Job,33967.0,24,43,32,15
6633,Machin oparator,C,24,Female,Married,Full time,Junior College,20,Other,Material Purchacing,Other,32531.0,6,84,47,0
6637,mechanics,C,46,Male,Married,Full time,Junior College,15,Afternoon,Design,Mentoring,9148.0,5,2,96,14
6658,mechanics,C,46,Male,Married,Helper,Other,38,Night,Design,Other,7670.0,13,90,66,8
6676,iron,C,22,Male,Single,Full time,Bsc,27,Night,Manufacturing,Other,25121.0,6,80,42,14
6684,Packing,C,39,Female,Married,Helper,Diploma,24,Night,Marketing,Formal pre entrence Training,29333.0,10,9,15,20
6701,Machin oparator,C,55,Female,Single,Full time,Diploma,14,Afternoon,Engineering,Mentoring,27022.0,4,75,57,11
6714,Machin oparator,C,44,Male,Married,Other,Bsc,29,Other,Manufacturing,On the Job,29316.0,9,56,43,11
6733,Screen Printer,C,43,Male,Married,Other,Other,25,Afternoon,Design,Other,21222.0,2,46,88,24
6736,iron,C,31,Female,Married,Part Time,Diploma,36,Evening,Sales,Non Formal pre entrence Training,17189.0,12,86,88,19
6738,Screen Printer,C,54,Male,Single,Part Time,Bsc,39,Night,Sales,Other,11868.0,7,98,79,2
6747,Packing,C,39,Male,Single,Helper,Other,33,Other,Sales,Mentoring,21265.0,16,72,92,23
6767,Packing,C,51,Male,Single,Helper,Master's Degree,35,Morning,Design,Formal pre entrence Training,28820.0,17,64,15,8
6769,mechanics,C,34,Male,Single,Other,Junior College,29,Evening,Material Purchacing,Mentoring,26203.0,12,74,15,27
6797,Packing,C,39,Male,Married,Helper,Master's Degree,33,Morning,Manufacturing,Non Formal pre entrence Training,20432.0,17,41,72,13
6815,Border,C,51,Male,Married,Helper,Other,5,Afternoon,Material Purchacing,Mentoring,14894.0,20,57,20,16
6816,Border,C,49,Female,Single,Contractor,Junior College,16,Afternoon,Sales,Other,14804.0,20,40,49,21
6818,Machin oparator,C,35,Female,Single,Helper,Bsc,41,Afternoon,Material Purchacing,Mentoring,31128.0,18,99,61,20
6819,Border,C,39,Female,Single,Helper,Bsc,7,Morning,QA,Mentoring,17093.0,7,85,51,29
6824,Cutter,C,50,Male,Married,Contractor,Diploma,21,Afternoon,QA,Non Formal pre entrence Training,27735.0,16,66,38,12
6827,Machin oparator,C,34,Female,Single,Full time,Bsc,31,Evening,Material Purchacing,Mentoring,22255.0,8,41,94,10
6843,mechanics,C,51,Female,Single,Other,Other,13,Afternoon,Engineering,Non Formal pre entrence Training,22841.0,18,36,97,14
6868,iron,C,21,Male,Single,Full time,Master's Degree,41,Other,Design,Mentoring,26087.0,17,47,77,13
6882,Border,C,21,Male,Married,Full time,Other,9,Evening,QA,Mentoring,34492.0,5,30,94,1
6893,Cutter,C,24,Male,Married,Full time,Junior College,21,Afternoon,Sales,On the Job,15125.0,8,15,16,10
6895,mechanics,C,28,Male,Single,Helper,Diploma,37,Afternoon,Engineering,Other,19089.0,13,76,20,19
6897,mechanics,C,47,Male,Single,Other,Junior College,24,Afternoon,Marketing,Formal pre entrence Training,9126.0,3,89,37,11
6919,mechanics,C,39,Female,Married,Part Time,Bsc,36,Night,QA,Formal pre entrence Training,34860.0,13,90,12,26
6932,mechanics,C,51,Male,Single,Contractor,Other,39,Afternoon,Engineering,Non Formal pre entrence Training,32843.0,7,81,99,27
6937,Machin oparator,C,46,Male,Married,Contractor,Junior College,9,Evening,Design,Non Formal pre entrence Training,32808.0,15,14,55,10
6957,Border,C,46,Male,Married,Full time,Master's Degree,42,Night,Material Purchacing,On the Job,23773.0,3,7,61,13
6967,Machin oparator,C,19,Female,Single,Contractor,Junior College,19,Night,Engineering,Other,18457.0,19,5,94,10
6970,mechanics,C,19,Male,Married,Full time,Bsc,34,Morning,Engineering,Formal pre entrence Training,8747.0,5,98,48,1
6987,Screen Printer,C,40,Male,Married,Helper,Master's Degree,29,Night,QA,Other,24090.0,5,15,6,27
6995,Border,C,16,Male,Single,Helper,Bsc,2,Morning,QA,Formal pre entrence Training,14242.0,11,16,70,26
7000,iron,C,59,Female,Single,Full time,Junior College,10,Night,Design,On the Job,21902.0,20,74,61,26
7002,Machin oparator,C,42,Female,Married,Helper,Master's Degree,30,Other,Design,On the Job,27468.0,24,27,13,28
7003,Packing,C,21,Female,Married,Contractor,Diploma,8,Night,Marketing,Formal pre entrence Training,30666.0,3,27,42,20
7004,Screen Printer,C,49,Male,Married,Part Time,Junior College,42,Evening,Engineering,Other,9987.0,9,64,35,13
7005,Border,C,26,Male,Single,Full time,Master's Degree,36,Morning,Marketing,On the Job,24157.0,8,73,62,6
7007,Screen Printer,C,24,Male,Single,Other,Other,32,Afternoon,Design,On the Job,7883.0,7,57,11,11
7015,Cutter,C,24,Male,Married,Part Time,Master's Degree,24,Night,Manufacturing,Mentoring,20478.0,18,2,82,18
7038,Border,C,44,Female,Single,Other,Diploma,12,Afternoon,Material Purchacing,Mentoring,29080.0,18,61,63,25
7044,Packing,C,52,Female,Single,Part Time,Other,41,Other,Engineering,Mentoring,29994.0,14,72,5,23
7056,Screen Printer,C,43,Male,Married,Other,Master's Degree,21,Afternoon,Manufacturing,Non Formal pre entrence Training,15598.0,16,12,98,8
7060,Cutter,C,29,Female,Single,Helper,Other,28,Evening,Design,On the Job,33318.0,4,14,1,22
7061,Screen Printer,C,17,Female,Married,Part Time,Diploma,25,Other,Sales,Formal pre entrence Training,29668.0,13,53,72,15
7063,Screen Printer,C,54,Female,Single,Helper,Master's Degree,20,Morning,Design,Non Formal pre entrence Training,29525.0,16,4,31,1
7095,mechanics,C,37,Male,Married,Contractor,Bsc,11,Evening,Engineering,Non Formal pre entrence Training,32347.0,15,24,60,4
7116,Border,C,19,Male,Married,Helper,Junior College,34,Evening,Sales,Formal pre entrence Training,25638.0,17,61,28,11
7149,Border,C,25,Male,Single,Other,Junior College,29,Other,Design,Mentoring,11400.0,12,58,18,3
7163,Machin oparator,C,24,Female,Married,Contractor,Junior College,3,Morning,Sales,Formal pre entrence Training,26118.0,24,56,45,0
7164,iron,C,54,Male,Married,Helper,Bsc,40,Morning,Material Purchacing,On the Job,24372.0,18,73,53,12
7168,iron,C,18,Male,Single,Helper,Junior College,32,Night,Marketing,Formal pre entrence Training,26233.0,20,5,72,2
7185,Border,C,36,Female,Married,Helper,Diploma,22,Morning,Sales,Formal pre entrence Training,28771.0,22,93,58,15
7186,Screen Printer,C,22,Female,Married,Helper,Master's Degree,6,Morning,Manufacturing,Mentoring,32681.0,1,37,86,8
7197,mechanics,C,44,Female,Single,Part Time,Other,29,Night,QA,Mentoring,9027.0,16,100,49,9
7217,Border,C,29,Male,Married,Contractor,Diploma,2,Evening,Engineering,Other,8633.0,24,52,55,5
7222,Border,C,36,Male,Married,Full time,Junior College,29,Other,Engineering,Mentoring,12800.0,24,54,73,17
7239,Machin oparator,C,36,Female,Single,Contractor,Bsc,36,Night,Sales,Formal pre entrence Training,12693.0,4,73,84,20
7250,Machin oparator,C,25,Male,Single,Part Time,Bsc,12,Other,Design,Other,12465.0,16,11,62,22
7266,mechanics,C,57,Male,Married,Contractor,Other,42,Evening,Engineering,Non Formal pre entrence Training,8476.0,18,66,25,29
7270,mechanics,C,26,Male,Single,Contractor,Junior College,18,Morning,Marketing,Other,16923.0,3,41,16,14
7274,mechanics,C,31,Male,Married,Helper,Other,26,Evening,Engineering,Non Formal pre entrence Training,17809.0,24,68,18,18
7275,Cutter,C,55,Male,Married,Other,Bsc,3,Evening,Engineering,Non Formal pre entrence Training,17797.0,1,70,96,19
7281,Border,C,43,Male,Married,Helper,Bsc,34,Evening,Design,Mentoring,19742.0,20,13,24,9
7285,Cutter,C,32,Male,Married,Part Time,Diploma,42,Evening,QA,Other,10580.0,3,33,96,23
7306,Machin oparator,C,49,Female,Married,Contractor,Junior College,24,Other,Engineering,On the Job,11940.0,19,11,18,22
7317,Packing,C,20,Female,Single,Other,Master's Degree,42,Afternoon,Design,Mentoring,21049.0,11,77,8,18
7335,Machin oparator,C,38,Female,Single,Other,Master's Degree,19,Morning,Design,Other,12304.0,11,94,15,6
7341,mechanics,C,20,Male,Married,Full time,Other,29,Evening,Design,Mentoring,16525.0,4,17,46,4
7356,iron,C,51,Male,Single,Part Time,Diploma,22,Evening,Material Purchacing,Mentoring,17752.0,7,62,65,5
7371,iron,C,20,Female,Married,Part Time,Master's Degree,31,Night,Engineering,Other,8625.0,4,56,25,6
7385,Packing,C,16,Female,Single,Part Time,Bsc,11,Morning,Design,Non Formal pre entrence Training,25593.0,24,68,33,8
7392,Machin oparator,C,55,Male,Single,Other,Other,5,Evening,Sales,Other,14439.0,6,20,69,21
7405,Screen Printer,C,48,Female,Married,Other,Bsc,26,Afternoon,Engineering,Mentoring,9621.0,19,31,10,23
7435,iron,C,29,Male,Single,Full time,Diploma,33,Evening,Sales,Mentoring,20463.0,16,10,41,1
7437,Cutter,C,19,Female,Married,Contractor,Junior College,1,Evening,Sales,Formal pre entrence Training,13107.0,22,11,21,20
7447,Border,C,42,Male,Single,Part Time,Bsc,15,Night,Sales,Non Formal pre entrence Training,7673.0,10,51,9,9
7449,Machin oparator,C,28,Male,Married,Contractor,Other,20,Morning,QA,Other,23949.0,22,44,65,11
7469,Cutter,C,46,Female,Married,Part Time,Master's Degree,36,Afternoon,Marketing,On the Job,16906.0,23,92,45,12
7477,mechanics,C,27,Female,Married,Helper,Master's Degree,15,Night,QA,Non Formal pre entrence Training,28438.0,23,20,53,1
7497,Machin oparator,C,50,Male,Married,Helper,Junior College,41,Afternoon,Engineering,Other,32764.0,21,28,7,0
7502,Cutter,C,31,Female,Married,Contractor,Junior College,41,Evening,Design,Mentoring,15147.0,6,45,32,12
7504,iron,C,18,Female,Single,Contractor,Junior College,36,Evening,Manufacturing,Non Formal pre entrence Training,23588.0,24,33,81,16
7507,Machin oparator,C,36,Female,Married,Full time,Other,26,Other,Material Purchacing,On the Job,26024.0,20,1,13,12
7529,mechanics,C,38,Male,Married,Full time,Diploma,12,Night,Design,Mentoring,23358.0,20,76,61,23
7530,Packing,C,27,Female,Married,Other,Other,39,Other,Engineering,On the Job,24063.0,11,43,28,28
7539,mechanics,C,25,Male,Married,Helper,Diploma,34,Other,Engineering,Other,14540.0,16,24,83,14
7548,Packing,C,42,Female,Married,Part Time,Bsc,36,Evening,Manufacturing,Other,22627.0,15,66,33,1
7552,Border,C,18,Male,Married,Other,Diploma,12,Night,Engineering,Mentoring,27000.0,4,95,43,28
7618,mechanics,C,48,Female,Single,Full time,Other,35,Morning,Material Purchacing,On the Job,31109.0,17,35,73,3
7620,Cutter,C,56,Male,Single,Full time,Master's Degree,18,Other,Sales,Non Formal pre entrence Training,7514.0,19,80,39,0
7625,Cutter,C,22,Male,Married,Contractor,Diploma,32,Morning,Material Purchacing,On the Job,29631.0,17,67,19,12
7627,Machin oparator,C,35,Female,Single,Contractor,Bsc,37,Evening,Design,Mentoring,23153.0,23,32,6,0
7664,Cutter,C,25,Female,Single,Contractor,Other,14,Other,Engineering,On the Job,16806.0,14,22,23,29
7665,Border,C,22,Female,Single,Full time,Other,8,Other,Manufacturing,Formal pre entrence Training,34647.0,21,88,60,6
7666,iron,C,21,Male,Married,Full time,Other,32,Morning,Sales,Non Formal pre entrence Training,18114.0,9,42,47,26
7667,Cutter,C,19,Female,Married,Helper,Other,25,Night,Material Purchacing,Non Formal pre entrence Training,11251.0,11,84,40,6
7686,iron,C,40,Male,Married,Contractor,Bsc,23,Other,Engineering,Other,26016.0,15,20,21,9
7706,Machin oparator,C,31,Female,Single,Contractor,Master's Degree,30,Morning,Sales,Mentoring,11727.0,10,55,70,21
7727,iron,C,44,Female,Single,Contractor,Other,7,Other,Marketing,Other,17977.0,17,1,95,26
7757,Packing,C,41,Female,Married,Helper,Diploma,3,Afternoon,Material Purchacing,Other,24620.0,12,82,60,18
7768,Packing,C,23,Male,Single,Part Time,Master's Degree,28,Morning,QA,On the Job,22996.0,14,59,14,27
7813,Packing,C,16,Female,Married,Part Time,Bsc,2,Afternoon,Design,Formal pre entrence Training,28168.0,1,88,18,0
7818,Cutter,C,41,Male,Single,Part Time,Bsc,31,Evening,Engineering,On the Job,8234.0,18,20,8,23
7823,Border,C,28,Female,Single,Part Time,Master's Degree,2,Night,Manufacturing,Non Formal pre entrence Training,21371.0,15,28,19,23
7827,Packing,C,47,Male,Single,Full time,Diploma,10,Night,QA,Formal pre entrence Training,13178.0,11,10,77,6
7842,Cutter,C,18,Female,Single,Part Time,Diploma,19,Other,Marketing,Mentoring,15156.0,19,3,88,18
7886,Cutter,C,44,Female,Married,Helper,Junior College,15,Night,Manufacturing,Other,22053.0,11,50,13,17
7890,Screen Printer,C,58,Male,Single,Helper,Master's Degree,9,Other,Marketing,Non Formal pre entrence Training,24994.0,2,87,75,3
7900,iron,C,17,Female,Single,Other,Diploma,20,Other,Manufacturing,On the Job,26429.0,6,87,23,22
7936,Packing,C,49,Male,Married,Full time,Other,12,Morning,Material Purchacing,On the Job,20681.0,3,45,73,11
7937,Cutter,C,56,Male,Single,Helper,Diploma,8,Morning,Engineering,Formal pre entrence Training,18871.0,18,38,60,26
7962,Machin oparator,C,39,Female,Single,Part Time,Bsc,41,Evening,Sales,On the Job,14954.0,15,87,69,21
7977,Machin oparator,C,24,Female,Married,Helper,Junior College,0,Morning,Marketing,Formal pre entrence Training,15796.0,15,3,5,21
7978,Screen Printer,C,26,Male,Single,Part Time,Bsc,4,Morning,Material Purchacing,On the Job,10821.0,7,1,21,7
7980,Screen Printer,C,24,Male,Single,Part Time,Diploma,9,Afternoon,Engineering,Other,17099.0,16,70,86,21
7981,Packing,C,23,Male,Married,Part Time,Other,27,Afternoon,Marketing,Formal pre entrence Training,8991.0,12,45,12,0
8003,Cutter,C,46,Female,Single,Other,Junior College,4,Evening,Engineering,Non Formal pre entrence Training,9383.0,15,2,90,15
8011,Packing,C,52,Male,Married,Helper,Diploma,29,Evening,Sales,On the Job,14870.0,6,6,49,16
8020,iron,C,40,Female,Single,Contractor,Master's Degree,1,Night,Marketing,Mentoring,12716.0,12,97,44,6
8049,Screen Printer,C,26,Female,Single,Full time,Junior College,15,Morning,Marketing,Other,26068.0,22,97,57,28
8104,Packing,C,38,Male,Single,Part Time,Diploma,37,Night,Manufacturing,Non Formal pre entrence Training,8664.0,20,60,15,4
8112,Border,C,49,Male,Single,Other,Junior College,3,Afternoon,Manufacturing,Formal pre entrence Training,19400.0,14,34,61,17
8118,iron,C,19,Female,Single,Full time,Diploma,36,Afternoon,QA,Other,31153.0,1,7,45,25
8122,Border,C,42,Male,Single,Part Time,Other,10,Other,Marketing,Non Formal pre entrence Training,27328.0,13,42,75,24
8130,Cutter,C,26,Male,Single,Full time,Junior College,32,Other,Sales,Formal pre entrence Training,25812.0,24,64,85,7
8146,Border,C,23,Female,Married,Helper,Master's Degree,3,Afternoon,Material Purchacing,Non Formal pre entrence Training,30549.0,11,79,28,29
8149,Border,C,52,Male,Married,Helper,Master's Degree,19,Evening,Sales,Non Formal pre entrence Training,9365.0,11,62,85,23
8153,Cutter,C,16,Female,Single,Helper,Diploma,26,Other,Engineering,Formal pre entrence Training,22375.0,16,39,29,3
8157,Cutter,C,33,Male,Single,Full time,Junior College,39,Afternoon,Manufacturing,On the Job,30154.0,18,79,21,12
8159,Border,C,26,Male,Married,Full time,Other,17,Evening,Sales,Non Formal pre entrence Training,31042.0,16,41,53,29
8161,Packing,C,33,Female,Single,Helper,Bsc,16,Afternoon,Manufacturing,Other,30226.0,19,32,86,25
8171,Screen Printer,C,20,Male,Single,Full time,Bsc,38,Night,Manufacturing,On the Job,9855.0,13,73,4,24
8197,Border,C,27,Male,Married,Contractor,Junior College,16,Morning,Material Purchacing,Formal pre entrence Training,31130.0,9,19,8,8
8228,Cutter,C,47,Male,Single,Contractor,Diploma,26,Night,Material Purchacing,Other,19905.0,1,69,20,13
8233,Machin oparator,C,57,Female,Married,Other,Bsc,3,Evening,Manufacturing,On the Job,18700.0,17,3,73,24
8235,Border,C,40,Male,Married,Other,Diploma,8,Night,Sales,Other,33515.0,23,34,96,5
8236,Machin oparator,C,49,Female,Married,Helper,Junior College,15,Morning,Design,Non Formal pre entrence Training,29023.0,6,9,46,8
8259,Screen Printer,C,23,Female,Married,Part Time,Master's Degree,5,Other,Engineering,On the Job,12455.0,12,74,95,15
8270,Screen Printer,C,33,Female,Single,Contractor,Junior College,22,Night,Engineering,Mentoring,20804.0,19,80,93,23
8283,Screen Printer,C,34,Female,Single,Helper,Bsc,28,Evening,Material Purchacing,Other,29980.0,18,97,46,13
8290,Border,C,30,Male,Single,Contractor,Junior College,38,Evening,Manufacturing,On the Job,8486.0,18,40,91,8
8303,iron,C,31,Male,Single,Part Time,Bsc,37,Other,QA,Non Formal pre entrence Training,21117.0,6,18,50,7
8310,iron,C,26,Male,Single,Full time,Master's Degree,28,Night,QA,Formal pre entrence Training,12219.0,17,55,99,13
8313,Machin oparator,C,22,Male,Married,Part Time,Bsc,23,Evening,Sales,Mentoring,29967.0,10,5,99,6
8318,Border,C,22,Male,Single,Other,Junior College,39,Other,Sales,Mentoring,16920.0,12,88,66,1
8320,Machin oparator,C,35,Female,Single,Part Time,Diploma,13,Night,Engineering,Formal pre entrence Training,34473.0,24,68,77,23
8331,Packing,C,30,Male,Married,Other,Bsc,1,Night,Marketing,Non Formal pre entrence Training,31673.0,14,99,34,26
8368,iron,C,50,Male,Married,Helper,Other,26,Morning,Material Purchacing,Non Formal pre entrence Training,9554.0,21,39,52,12
8378,iron,C,48,Male,Married,Helper,Junior College,26,Morning,Material Purchacing,Other,32034.0,16,71,67,28
8379,Screen Printer,C,46,Female,Single,Part Time,Bsc,5,Night,QA,Formal pre entrence Training,31538.0,1,18,40,6
8385,Cutter,C,20,Male,Married,Part Time,Other,36,Other,Material Purchacing,Mentoring,13264.0,11,34,60,0
8391,mechanics,C,42,Female,Single,Other,Bsc,18,Night,QA,Other,13915.0,23,46,77,4
8392,Machin oparator,C,40,Male,Single,Contractor,Diploma,38,Afternoon,Engineering,On the Job,17825.0,19,15,83,9
8403,mechanics,C,47,Female,Single,Helper,Junior College,6,Other,Engineering,On the Job,26041.0,20,74,36,0
8408,Packing,C,37,Male,Single,Helper,Diploma,21,Afternoon,Sales,Non Formal pre entrence Training,13945.0,7,14,1,7
8417,Machin oparator,C,54,Female,Married,Part Time,Junior College,40,Other,Design,Non Formal pre entrence Training,10542.0,10,3,53,9
8420,Packing,C,31,Male,Married,Other,Junior College,12,Afternoon,Manufacturing,Formal pre entrence Training,10830.0,6,75,55,3
8481,Cutter,C,45,Female,Single,Full time,Other,0,Morning,QA,Mentoring,9914.0,13,16,88,11
8499,Screen Printer,C,47,Female,Single,Helper,Diploma,21,Night,Material Purchacing,On the Job,32646.0,24,13,85,3
8518,Machin oparator,C,52,Female,Single,Other,Other,13,Night,Material Purchacing,On the Job,11612.0,2,98,82,18
8519,Machin oparator,C,17,Male,Married,Full time,Other,37,Evening,Design,Mentoring,13971.0,12,63,55,15
8543,Cutter,C,27,Male,Single,Part Time,Bsc,33,Night,Marketing,Non Formal pre entrence Training,16524.0,15,9,63,0
8553,Cutter,C,16,Female,Single,Part Time,Other,29,Morning,Marketing,Non Formal pre entrence Training,30567.0,17,9,91,3
8566,Screen Printer,C,18,Female,Single,Full time,Master's Degree,18,Afternoon,Manufacturing,Formal pre entrence Training,18968.0,5,30,2,2
8567,Machin oparator,C,27,Female,Married,Part Time,Other,33,Night,Sales,On the Job,33074.0,10,88,13,19
8611,mechanics,C,58,Female,Single,Part Time,Bsc,36,Other,Marketing,On the Job,21318.0,9,44,6,1
8614,Machin oparator,C,47,Female,Single,Contractor,Bsc,42,Evening,Sales,Mentoring,25531.0,21,93,31,24
8624,mechanics,C,17,Male,Single,Other,Other,3,Other,Engineering,Other,22415.0,15,49,86,21
8631,Border,C,28,Female,Single,Other,Other,22,Afternoon,Design,Non Formal pre entrence Training,14199.0,5,47,11,20
8634,Packing,C,45,Female,Married,Full time,Diploma,40,Other,Marketing,Mentoring,31975.0,14,26,80,11
8650,iron,C,36,Male,Married,Part Time,Other,18,Other,Engineering,Non Formal pre entrence Training,11409.0,15,48,86,6
8658,Cutter,C,28,Female,Married,Helper,Bsc,23,Night,Engineering,On the Job,34080.0,9,6,38,9
8663,Border,C,44,Female,Married,Other,Diploma,29,Morning,Marketing,Mentoring,18214.0,1,41,88,13
8668,Cutter,C,44,Female,Single,Part Time,Bsc,17,Evening,Marketing,Mentoring,21431.0,7,26,70,6
8669,iron,C,43,Female,Married,Other,Other,23,Other,Marketing,Formal pre entrence Training,30922.0,24,14,20,24
8673,mechanics,C,57,Female,Married,Part Time,Diploma,10,Afternoon,Material Purchacing,Mentoring,24131.0,19,20,45,4
8679,iron,C,25,Female,Married,Full time,Master's Degree,39,Other,QA,Non Formal pre entrence Training,21810.0,14,22,8,10
8715,Packing,C,22,Female,Single,Contractor,Junior College,24,Night,Sales,Mentoring,11795.0,10,17,67,6
8734,mechanics,C,49,Male,Single,Part Time,Junior College,32,Morning,Material Purchacing,On the Job,21601.0,9,94,65,21
8760,iron,C,18,Female,Single,Part Time,Other,11,Morning,Sales,Formal pre entrence Training,14376.0,23,58,76,11
8761,Cutter,C,53,Female,Single,Helper,Diploma,16,Evening,QA,Non Formal pre entrence Training,8140.0,7,37,50,12
8762,Border,C,32,Male,Single,Other,Master's Degree,6,Other,Manufacturing,Non Formal pre entrence Training,12086.0,7,26,77,21
8766,Border,C,35,Male,Single,Helper,Master's Degree,41,Other,Material Purchacing,On the Job,33492.0,9,37,39,25
8773,Border,C,38,Male,Married,Contractor,Junior College,25,Evening,Design,Mentoring,15322.0,2,15,43,17
8774,Cutter,C,23,Female,Single,Contractor,Other,6,Evening,Sales,Non Formal pre entrence Training,25515.0,23,75,40,5
8792,iron,C,40,Male,Married,Contractor,Other,23,Other,Sales,Other,16793.0,15,81,49,28
8801,Packing,C,21,Male,Married,Full time,Other,33,Evening,Sales,Mentoring,24564.0,14,12,16,13
8822,iron,C,24,Male,Single,Full time,Bsc,41,Other,Marketing,Mentoring,25335.0,3,50,68,2
8861,Packing,C,21,Male,Married,Contractor,Diploma,25,Other,Design,Other,8871.0,15,66,32,26
8868,mechanics,C,17,Male,Married,Full time,Bsc,39,Other,Sales,On the Job,21258.0,5,38,62,21
8872,Packing,C,25,Female,Single,Helper,Master's Degree,35,Evening,Manufacturing,Non Formal pre entrence Training,15357.0,3,59,64,0
8881,Screen Printer,C,30,Male,Married,Full time,Bsc,36,Night,Engineering,On the Job,15171.0,4,68,44,5
8902,Packing,C,58,Male,Married,Part Time,Bsc,24,Night,Sales,On the Job,14619.0,24,30,4,8
8907,iron,C,52,Female,Married,Helper,Other,34,Night,Material Purchacing,Non Formal pre entrence Training,18402.0,8,65,3,4
8930,Packing,C,18,Female,Single,Helper,Other,21,Afternoon,Manufacturing,Other,19993.0,19,42,20,5
8933,Screen Printer,C,49,Female,Married,Contractor,Bsc,26,Morning,Engineering,Mentoring,10779.0,2,50,38,20
8939,Machin oparator,C,58,Male,Married,Helper,Junior College,38,Other,QA,Non Formal pre entrence Training,10764.0,1,14,45,27
8952,Screen Printer,C,19,Male,Married,Contractor,Bsc,35,Night,Sales,Mentoring,30745.0,18,35,87,23
8979,Packing,C,16,Female,Married,Part Time,Master's Degree,22,Evening,Engineering,Other,27980.0,13,23,9,11
8987,iron,C,51,Male,Single,Full time,Master's Degree,0,Other,Material Purchacing,Formal pre entrence Training,9104.0,11,21,72,19
9031,Screen Printer,C,33,Male,Single,Part Time,Master's Degree,38,Night,Design,Mentoring,27787.0,15,65,36,13
9033,Screen Printer,C,29,Male,Single,Helper,Bsc,39,Morning,Material Purchacing,Other,10938.0,11,90,79,14
9043,mechanics,C,52,Male,Married,Helper,Master's Degree,25,Evening,Material Purchacing,On the Job,26477.0,14,53,88,29
9051,mechanics,C,38,Male,Single,Contractor,Other,38,Morning,QA,Other,15800.0,15,14,89,27
9070,Cutter,C,25,Female,Married,Contractor,Junior College,2,Other,Sales,Non Formal pre entrence Training,27877.0,18,13,28,0
9072,Packing,C,45,Female,Married,Helper,Bsc,27,Other,Material Purchacing,On the Job,22025.0,12,98,18,9
9081,Cutter,C,46,Female,Single,Full time,Junior College,15,Night,Material Purchacing,Mentoring,18412.0,2,28,89,2
9112,Screen Printer,C,24,Female,Married,Full time,Bsc,33,Afternoon,Material Purchacing,Non Formal pre entrence Training,12608.0,13,91,84,11
9116,Machin oparator,C,52,Male,Single,Part Time,Junior College,6,Afternoon,QA,Formal pre entrence Training,31879.0,17,92,2,0
